date,crude_oil_price,wti_price,brent_price,natural_gas_price,lng_price,oil_supply_volume,refinery_output,export_volume,oil_spread,oil_return,gas_return,oil_ma_7,oil_ma_30,oil_volatility
2023-01-01,70.99342830602247,69.52586913959992,72.12264313131539,2.6690089111016952,4.216931392966712,95.69502069508822,87.87234011491084,63.76382866469576,2.596773991715466,-0.01505878155693896,0.23342486132231488,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-02,69.92435377718387,71.46808723317233,72.80722138381478,3.292021946043631,5.201268018575683,93.62646607819129,85.97288146469116,62.38550238170503,1.339134150642451,-0.01505878155693896,0.23342486132231488,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-03,71.69695670150328,72.40585292512284,76.20181345803039,3.16754319176031,5.004596375962826,94.00507431519452,86.32054001087884,62.63777789802723,3.795960532907543,0.025350293975799465,-0.03781224922662507,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-04,73.64796652207758,74.0320111235484,76.23997381681205,2.9157425113115316,4.6067609885505965,96.41276421148109,88.53141100417587,64.24207794320624,2.207962693263653,0.027211891694328916,-0.07949400061971823,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-05,70.33337266503476,71.80740914095303,70.53954807198198,3.5583784947925126,5.622101117884369,95.68563641726776,87.8637229638158,63.75757570107508,-1.267861068971044,-0.04500591141303545,0.22040217234131432,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-06,70.53243962628105,73.03065129297491,73.19934362861126,4.293827938980635,6.784082944260761,95.97591820207818,88.13027538774284,63.95099723812778,0.16869233563635078,0.00283033435911495,0.20668106140603415,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-07,74.35725173704488,75.87880683457207,78.15219896701335,3.3724859483749356,5.328398046513494,94.56781914613477,86.83728272981142,63.012747930129,2.2733921324412734,0.05422770190609816,-0.21457357017999845,71.64082419073542,72.34843461240784,1.7182397852792257
2023-01-08,72.93070451387457,70.1693931668771,74.0160301573955,3.9029928055449394,6.166578470295174,94.63722762541077,86.90101734686358,63.05899642193438,3.8466369905184052,-0.01918504503387386,0.15730439364043414,71.91757793471429,72.34843461240784,1.7522656348820949
2023-01-09,70.6526107865875,68.73324533648395,72.45158503657812,2.970367746856161,4.693066759077705,96.69685569167316,88.79227915582952,64.43137473562541,3.7183397000941767,-0.031236414655142708,-0.23895126257056076,72.02161465034338,72.34843461240784,1.6316680119547127
2023-01-10,72.87094029856082,71.9337124320173,74.89297259065462,3.211216414127704,5.073598387034066,96.83098441239325,88.91544339656727,64.52074783680548,2.9592601586373206,0.031397700485180646,0.08108378752982937,72.18932659278016,72.34843461240784,1.6529319007418788
2023-01-11,71.0516038517805,71.09074042709675,71.87425638215714,3.9964373372574524,6.3142172352466615,94.79087869210437,87.04210806081556,63.16137771847034,0.7835159550603947,-0.02496655648090018,0.24452444864045275,71.81841763988058,72.34843461240784,1.5597473964075348
2023-01-12,71.23778117626969,72.01426970697338,74.21020182703548,4.571294337116026,7.222469178163428,94.68595524652234,86.94576168219268,63.09146477463683,2.1959321200620963,0.0026203113567651037,0.14384236542366713,71.9476188557713,72.34843461240784,1.4498161429325431
2023-01-13,72.8419751587849,71.7533594390547,74.66055293587323,4.074085452978534,6.436898270677818,95.9423512109154,88.09945236223258,63.928630767461435,2.907193496818522,0.022518865074500516,-0.10876763723142246,72.27755250327183,72.34843461240784,1.3321003811484626
2023-01-14,68.71813682365548,68.9982869703711,71.34743548951603,3.8046752508767288,6.0112405165567715,95.3366600959758,87.54327404417634,63.52504462268389,2.349148519144933,-0.05661348866694038,-0.06612777400259029,71.47196465850193,72.34843461240784,1.5517966576730051
2023-01-15,69.27917579254844,68.14610139401846,69.94793752584529,4.023506480143556,6.356985439557375,95.40029736523813,87.6017092242723,63.56744762238501,1.8018361318268319,0.008164350706025392,0.057516401489562385,70.95031769831247,72.34843461240784,1.5929024550624236
2023-01-16,71.78625126467605,70.86897456018814,73.13006381419093,3.45889810866658,5.464925935181163,95.05291879288554,87.28272744406388,63.33598116145123,2.2610892540027976,0.03618800950569723,-0.14032744181310008,71.11226633803942,72.34843461240784,1.6150641564543728
2023-01-17,71.0643157194671,68.95432407419477,74.14788775620876,4.444045224184502,7.02142047547228,95.91899926083735,88.0780093395476,63.913070817393525,5.193563682013988,-0.010056738337640314,0.28481530376669584,70.85417711245461,72.34843461240784,1.4197234590256576
2023-01-18,73.89480004298227,72.50995017381591,75.33555031484462,4.637950152570774,7.327782802087936,95.31514431492616,87.52351709113427,63.51070815495056,2.8256001410287155,0.03982989626873712,0.043632528159488704,71.26034799691199,72.34843461240784,1.832360734918673
2023-01-19,71.62360257209713,69.59607566367262,76.21404834894723,4.022917800764411,6.356055348786983,95.4560710417902,87.6529236285312,63.604610926492526,6.617972685274609,-0.03073555202211875,-0.1326086593374567,71.31546533917306,72.34843461240784,1.837364704874156
2023-01-20,70.78525205363003,69.32144217416403,72.18579777520813,4.0631843750851315,6.41967498701074,96.93068116070592,89.00699033926551,64.58717811010143,2.864355601044096,-0.011704947647993569,0.010009295818340869,71.02164775272236,72.34843461240784,1.7127972653111796
2023-01-21,76.7080780600411,78.28854075495286,79.04510514866894,4.477337372859787,7.074020789508015,96.65705098426497,88.7557283221274,64.40485192885042,0.7565643937160758,0.08367316403597291,0.10192818231783485,72.16306792934888,72.34843461240784,2.4328136568842944
2023-01-22,73.48871391740715,72.06461558415924,76.88760016521678,4.169076340233741,6.586980217892787,97.27618892843024,89.32425424555123,64.81739801019103,4.82298458105754,-0.04196903669146923,-0.06884918578944421,72.7644305186144,72.34843461240784,2.098433479896966
2023-01-23,74.23523026816244,78.18380336541853,74.1076816687629,4.394155691683352,6.942596933553983,95.22039811445637,87.43651600903195,63.44757654737574,-4.076121696655633,0.010158244864568955,0.053987822021266174,73.1142846619696,72.34843461240784,2.11227248149122
2023-01-24,71.4068665608454,72.14684341216673,70.76565334287423,5.513527352919245,8.71116109196832,96.95645347503138,89.03065587121803,64.60435080543087,-1.3811900692925008,-0.03810001931832152,0.2547410105095922,73.16322049645223,72.34843461240784,2.060190570147036
2023-01-25,73.31993281366643,73.59718699920873,73.03144834181128,4.3731759155641425,6.909449694454661,99.09833208563862,90.99744457546868,66.03153457899943,-0.5657386573974463,0.02679106849186441,-0.206827927814908,73.08109660654995,72.34843461240784,2.0375005479080412
2023-01-26,74.77889382896156,73.49135715868974,78.67276998410233,4.347046579050166,6.868166348054107,96.72548508796045,88.81856821485859,64.45045117143552,5.181412825412593,0.01989855908628413,-0.005974910915653386,73.53185250038773,72.34843461240784,2.010158008445682
2023-01-27,72.3993001686287,73.44976498774218,73.57151294979003,4.2284156903767025,6.680734108115959,97.99647260734207,89.98565764933154,65.29733985835104,0.12174796204784855,-0.031821728545164074,-0.02728999713165814,73.7624308025304,72.34843461240784,1.7132380458078056
2023-01-28,75.59268811907535,74.72923137971868,81.42998704757773,4.946639926599547,7.815500768624217,98.06056181265616,90.04450782153641,65.34004399360511,6.700755667859042,0.044107994732114575,0.16985658194803888,73.60308938239244,72.34843461240784,1.4204684597874155
2023-01-29,73.7756680482235,73.95868277019153,74.9292966502374,4.502631001524324,7.113983749659205,98.18141331354997,90.15548020142413,65.42057017292866,0.9706138800458746,-0.024036981830698245,-0.08975970187109339,73.64408282965191,72.34843461240784,1.4207581474566617
2023-01-30,74.52474719716122,78.36487400456441,76.80157415195677,4.28356104958745,6.7678616540244665,97.55332828901999,89.57873858523872,65.00206244284938,-1.563299852607642,0.010153471581552997,-0.04865376529027354,73.68544239093744,72.34843461240784,1.444844998743336
2023-01-31,74.03133895985465,73.88724911026767,78.34450388870647,5.2801821672754645,8.342484676297332,98.0219611669238,90.00906262234201,65.31432348126343,4.457254778438795,-0.006620730104608286,0.23266182182322326,74.06036701936735,72.44969830086892,1.0383656795053509
2023-02-01,79.06125163493195,80.78516162436047,84.07039096717064,5.336874408814826,8.432056236770805,98.2228193802994,90.19350148982345,65.4481600028562,3.285229342810169,0.06794301907473121,0.010736796523937775,74.88055542240527,72.75426156279384,2.0904888071182794
2023-02-02,75.44687206053317,74.39210742284433,80.53912742548776,4.330655471007974,6.842269027973561,98.2258704653965,90.19630316106426,65.4501930121597,6.14702000264343,-0.04571619471809407,-0.18854086881731702,74.97598088405836,72.87925874142819,2.100297520195565
2023-02-03,73.47075192869674,73.4182691929513,77.28330127458645,3.697644005356735,5.842135266520237,96.53827996774689,88.64666635543924,64.32571202488697,3.8650320816351496,-0.026192207547728774,-0.1461698973490273,75.12904542121093,72.87335158831549,1.9118022679788118
2023-02-04,77.33862019383712,79.99482114729038,80.87471398255431,5.130980087994423,8.106751131385177,96.01221015753443,88.1636006227459,63.97517941618481,0.8798928352639308,0.05264500721176968,0.38763495906075085,75.37846428903404,73.10685983927556,2.0881297530826237
2023-02-05,73.35416773331302,72.41371714663137,76.2429581571148,4.27749962386926,6.758284834595032,96.2284990180878,88.36220874445969,64.11929773860359,3.829241010483429,-0.05151957004841423,-0.16633868178949962,75.31824995833256,73.2009174428433,2.147291145872251
2023-02-06,76.31079933217441,79.02947216916981,79.47834094642437,5.004029451378129,7.906174009788612,97.5729714214313,89.59677597108839,65.01515112103154,0.4488687772545603,0.040306252394690656,0.16984918559774842,75.57340026333443,73.26603569601428,2.143398837958752
